DOI,PMID,PMCID,Year,Citation_Count,Title,Journal,Authors,Citation_Bins
10.1007/978-1-4939-7493-1_12,29344893.0,PMC5895181,2018.0,2174,Profiling Tumor Infiltrating Immune Cells with CIBERSORT.,,"Chen B, Khodadoust MS, Liu CL, Newman AM, Alizadeh AA",1000-5000
10.1038/nmeth.4402,28825705.0,PMC5764547,2017.0,2152,Reversed graph embedding resolves complex single-cell trajectories.,,"Qiu X, Mao Q, Tang Y, Wang L, Chawla R, Pliner HA, Trapnell C",1000-5000
10.1001/jama.2016.17216,27898976.0,,2016.0,2117,Development and Validation of a Deep Learning Algorithm for Detection of Diabetic Retinopathy in Retinal Fundus Photographs.,,"Gulshan V, Peng L, Coram M, Stumpe MC, Wu D, Narayanaswamy A, Venugopalan S, Widner K, Madams T, Cuadros J, Kim R, Raman R, Nelson PC, Mega JL, Webster DR",1000-5000
10.1038/s41587-019-0114-2,31061481.0,PMC6610714,2019.0,2097,Determining cell type abundance and expression from bulk tissues with digital cytometry.,,"Newman AM, Steen CB, Liu CL, Gentles AJ, Chaudhuri AA, Scherer F, Khodadoust MS, Esfahani MS, Luca BA, Steiner D, Diehn M, Alizadeh AA",1000-5000
10.1093/nar/gkv1507,26704973.0,PMC4856967,2016.0,2077,TCGAbiolinks: an R/Bioconductor package for integrative analysis of TCGA data.,,"Colaprico A, Silva TC, Olsen C, Garofano L, Cava C, Garolini D, Sabedot TS, Malta TM, Pagnotta SM, Castiglioni I, Ceccarelli M, Bontempi G, Noushmehr H",1000-5000
10.1093/nar/gkv1145,26527722.0,PMC4702828,2016.0,2038,2016 update of the PRIDE database and its related tools.,,"Vizcaíno JA, Csordas A, del-Toro N, Dianes JA, Griss J, Lavidas I, Mayer G, Perez-Riverol Y, Reisinger F, Ternent T, Xu QW, Wang R, Hermjakob H",1000-5000
10.1186/s12859-017-1934-z,29187165.0,PMC5708080,2017.0,2014,ImageJ2: ImageJ for the next generation of scientific image data.,,"Rueden CT, Schindelin J, Hiner MC, DeZonia BE, Walter AE, Arena ET, Eliceiri KW",1000-5000
10.1038/sdata.2016.35,27219127.0,PMC4878278,2016.0,2004,"MIMIC-III, a freely accessible critical care database.",,"Johnson AE, Pollard TJ, Shen L, Lehman LW, Feng M, Ghassemi M, Moody B, Szolovits P, Celi LA, Mark RG",1000-5000
10.1109/tpami.2016.2572683,27244717.0,,2017.0,1995,Fully Convolutional Networks for Semantic Segmentation.,,"Shelhamer E, Long J, Darrell T",1000-5000
10.1093/nar/gkac963,36300620.0,PMC9825424,2023.0,1965,KEGG for taxonomy-based analysis of pathways and genomes.,,"Kanehisa M, Furumichi M, Sato Y, Kawashima M, Ishiguro-Watanabe M",1000-5000
10.1186/s40168-018-0470-z,29773078.0,PMC5956843,2018.0,1960,Optimizing taxonomic classification of marker-gene amplicon sequences with QIIME 2's q2-feature-classifier plugin.,,"Bokulich NA, Kaehler BD, Rideout JR, Dillon M, Bolyen E, Knight R, Huttley GA, Gregory Caporaso J",1000-5000
10.1038/nmeth.3252,25633503.0,PMC4509590,2015.0,1949,Orchestrating high-throughput genomic analysis with Bioconductor.,,"Huber W, Carey VJ, Gentleman R, Anders S, Carlson M, Carvalho BS, Bravo HC, Davis S, Gatto L, Girke T, Gottardo R, Hahne F, Hansen KD, Irizarry RA, Lawrence M, Love MI, MacDonald J, Obenchain V, Oleś AK, Pagès H, Reyes A, Shannon P, Smyth GK, Tenenbaum D, Waldron L, Morgan M",1000-5000
10.1093/nar/gky379,29790989.0,PMC6030816,2018.0,1947,"The Galaxy platform for accessible, reproducible and collaborative biomedical analyses: 2018 update.",,"Afgan E, Baker D, Batut B, van den Beek M, Bouvier D, Cech M, Chilton J, Clements D, Coraor N, Grüning BA, Guerler A, Hillman-Jackson J, Hiltemann S, Jalili V, Rasche H, Soranzo N, Goecks J, Taylor J, Nekrutenko A, Blankenberg D",1000-5000
10.1186/gb-2010-11-8-r86,20738864.0,PMC2945788,2010.0,1899,"Galaxy: a comprehensive approach for supporting accessible, reproducible, and transparent computational research in the life sciences.",,"Goecks J, Nekrutenko A, Taylor J, ",1000-5000
10.1038/nm.3909,26193342.0,PMC4852857,2015.0,1876,The prognostic landscape of genes and infiltrating immune cells across human cancers.,,"Gentles AJ, Newman AM, Liu CL, Bratman SV, Feng W, Kim D, Nair VS, Xu Y, Khuong A, Hoang CD, Diehn M, West RB, Plevritis SK, Alizadeh AA",1000-5000
10.1016/j.cell.2012.01.035,22424233.0,PMC5050011,2012.0,1848,The impact of the gut microbiota on human health: an integrative view.,,"Clemente JC, Ursell LK, Parfrey LW, Knight R",1000-5000
10.1093/nar/gky1085,30418610.0,PMC6324079,2019.0,1815,"eggNOG 5.0: a hierarchical, functionally and phylogenetically annotated orthology resource based on 5090 organisms and 2502 viruses.",,"Huerta-Cepas J, Szklarczyk D, Heller D, Hernández-Plaza A, Forslund SK, Cook H, Mende DR, Letunic I, Rattei T, Jensen LJ, von Mering C, Bork P",1000-5000
10.1101/gr.137323.112,22955989.0,PMC3431494,2012.0,1802,Annotation of functional variation in personal genomes using RegulomeDB.,,"Boyle AP, Hong EL, Hariharan M, Cheng Y, Schaub MA, Kasowski M, Karczewski KJ, Karczewski KJ, Park J, Hitz BC, Weng S, Cherry JM, Snyder M",1000-5000
10.1038/nmeth.2276,23202435.0,PMC3531572,2013.0,1780,Quality-filtering vastly improves diversity estimates from Illumina amplicon sequencing.,,"Bokulich NA, Subramanian S, Faith JJ, Gevers D, Gordon JI, Knight R, Mills DA, Caporaso JG",1000-5000
10.1093/nar/gky1016,30371827.0,PMC6323892,2019.0,1772,CADD: predicting the deleteriousness of variants throughout the human genome.,,"Rentzsch P, Witten D, Cooper GM, Shendure J, Kircher M",1000-5000
10.1038/nmeth.1635,21706013.0,PMC3146590,2011.0,1732,Large-scale automated synthesis of human functional neuroimaging data.,,"Yarkoni T, Poldrack RA, Nichols TE, Van Essen DC, Wager TD",1000-5000
10.1002/0471142905.hg0720s76,23315928.0,PMC4480630,2013.0,1731,Predicting functional effect of human missense mutations using PolyPhen-2.,,"Adzhubei I, Jordan DM, Sunyaev SR",1000-5000
10.1016/j.jneumeth.2006.11.017,17254636.0,PMC2018741,2007.0,1728,PsychoPy--Psychophysics software in Python.,,Peirce JW,1000-5000
10.1073/pnas.1602413113,27357684.0,PMC4948312,2016.0,1723,Cluster failure: Why fMRI inferences for spatial extent have inflated false-positive rates.,,"Eklund A, Nichols TE, Knutsson H",1000-5000
10.1098/rstb.2005.1622,15937014.0,PMC1569488,2005.0,1722,A theory of cortical responses.,,Friston K,1000-5000
10.1038/nature04670,16554755.0,,2006.0,1710,Global landscape of protein complexes in the yeast Saccharomyces cerevisiae.,,"Krogan NJ, Cagney G, Yu H, Zhong G, Guo X, Ignatchenko A, Li J, Pu S, Datta N, Tikuisis AP, Punna T, Peregrín-Alvarez JM, Shales M, Zhang X, Davey M, Robinson MD, Paccanaro A, Bray JE, Sheung A, Beattie B, Richards DP, Canadien V, Lalev A, Mena F, Wong P, Starostine A, Canete MM, Vlasblom J, Wu S, Orsi C, Collins SR, Chandran S, Haw R, Rilstone JJ, Gandi K, Thompson NJ, Musso G, St Onge P, Ghanny S, Lam MH, Butland G, Altaf-Ul AM, Kanaya S, Shilatifard A, O'Shea E, Weissman JS, Ingles CJ, Hughes TR, Parkinson J, Gerstein M, Wodak SJ, Emili A, Greenblatt JF",1000-5000
10.1126/science.1188021,20448178.0,PMC5100745,2010.0,1674,A draft sequence of the Neandertal genome.,,"Green RE, Krause J, Briggs AW, Maricic T, Stenzel U, Kircher M, Patterson N, Li H, Zhai W, Fritz MH, Hansen NF, Durand EY, Malaspinas AS, Jensen JD, Marques-Bonet T, Alkan C, Prüfer K, Meyer M, Burbano HA, Good JM, Schultz R, Aximu-Petri A, Butthof A, Höber B, Höffner B, Siegemund M, Weihmann A, Nusbaum C, Lander ES, Russ C, Novod N, Affourtit J, Egholm M, Verna C, Rudan P, Brajkovic D, Kucan Ž, Gušic I, Doronichev VB, Golovanova LV, Lalueza-Fox C, de la Rasilla M, Fortea J, Rosas A, Schmitz RW, Johnson PLF, Eichler EE, Falush D, Birney E, Mullikin JC, Slatkin M, Nielsen R, Kelso J, Lachmann M, Reich D, Pääbo S",1000-5000
10.1093/nar/gkz757,31504780.0,PMC6943051,2020.0,1648,miRDB: an online database for prediction of functional microRNA targets.,,"Chen Y, Wang X",1000-5000
10.1016/j.neunet.2014.09.003,25462637.0,,2015.0,1648,Deep learning in neural networks: an overview.,,Schmidhuber J,1000-5000
10.1038/ng.3192,25599403.0,PMC4417758,2015.0,1628,The landscape of long noncoding RNAs in the human transcriptome.,,"Iyer MK, Niknafs YS, Malik R, Singhal U, Sahu A, Hosono Y, Barrette TR, Prensner JR, Evans JR, Zhao S, Poliakov A, Cao X, Dhanasekaran SM, Wu YM, Robinson DR, Beer DG, Feng FY, Iyer HK, Chinnaiyan AM",1000-5000
10.1136/bmj.m1328,32265220.0,PMC7222643,2020.0,1619,Prediction models for diagnosis and prognosis of covid-19: systematic review and critical appraisal,,"Wynants L, Van Calster B, Collins GS, Riley RD, Riley RD, Heinze G, Schuit E, Bonten MMJ, Dahly DL, Dahly DL, Damen JAA, Debray TPA, de Jong VMT, De Vos M, Dhiman P, Haller MC, Harhay MO, Henckaerts L, Heus P, Kammer M, Kammer M, Kreuzberger N, Lohmann A, Luijken K, Ma J, Martin GP, McLernon DJ, Andaur Navarro CL, Reitsma JB, Reitsma JB, Sergeant JC, Shi C, Skoetz N, Smits LJM, Snell KIE, Sperrin M, Spijker R, Steyerberg EW, Takada T, Tzoulaki I, van Kuijk SMJ, van Bussel B, van der Horst ICC, van Royen FS, Verbakel JY, Wallisch C, Wilkinson J, Wolff R, Hooft L, Moons KGM, van Smeden M",1000-5000
10.1038/s41573-020-00114-z,33510482.0,PMC7841765,2021.0,1573,Natural products in drug discovery: advances and opportunities.,,"Atanasov AG, Zotchev SB, Dirsch VM, , Supuran CT",1000-5000
10.1038/nature26000,29539639.0,PMC6093218,2018.0,1569,DNA methylation-based classification of central nervous system tumours.,,"Capper D, Jones DTW, Sill M, Hovestadt V, Schrimpf D, Sturm D, Koelsche C, Sahm F, Chavez L, Reuss DE, Kratz A, Wefers AK, Huang K, Pajtler KW, Schweizer L, Stichel D, Olar A, Engel NW, Lindenberg K, Harter PN, Braczynski AK, Plate KH, Dohmen H, Garvalov BK, Coras R, Hölsken A, Hewer E, Bewerunge-Hudler M, Schick M, Fischer R, Beschorner R, Schittenhelm J, Staszewski O, Wani K, Varlet P, Pages M, Temming P, Lohmann D, Selt F, Witt H, Milde T, Witt O, Aronica E, Giangaspero F, Rushing E, Scheurlen W, Geisenberger C, Rodriguez FJ, Becker A, Preusser M, Haberler C, Bjerkvig R, Cryan J, Farrell M, Deckert M, Hench J, Frank S, Serrano J, Kannan K, Tsirigos A, Brück W, Hofer S, Brehmer S, Seiz-Rosenhagen M, Hänggi D, Hans V, Rozsnoki S, Hansford JR, Kohlhof P, Kristensen BW, Lechner M, Lopes B, Mawrin C, Ketter R, Kulozik A, Khatib Z, Heppner F, Koch A, Jouvet A, Keohane C, Mühleisen H, Mueller W, Pohl U, Prinz M, Benner A, Zapatka M, Gottardo NG, Driever PH, Kramm CM, Müller HL, Rutkowski S, von Hoff K, Frühwald MC, Gnekow A, Fleischhack G, Tippelt S, Calaminus G, Monoranu CM, Perry A, Jones C, Jacques TS, Radlwimmer B, Gessi M, Pietsch T, Schramm J, Schackert G, Westphal M, Reifenberger G, Wesseling P, Weller M, Collins VP, Blümcke I, Bendszus M, Debus J, Huang A, Jabado N, Northcott PA, Paulus W, Gajjar A, Robinson GW, Taylor MD, Jaunmuktane Z, Ryzhova M, Platten M, Unterberg A, Wick W, Karajannis MA, Mittelbronn M, Acker T, Hartmann C, Aldape K, Schüller U, Buslei R, Lichter P, Kool M, Herold-Mende C, Ellison DW, Hasselblatt M, Snuderl M, Brandner S, Korshunov A, von Deimling A, Pfister SM",1000-5000
10.1093/nar/gks1065,23161693.0,PMC3531200,2013.0,1568,HMDB 3.0--The Human Metabolome Database in 2013.,,"Wishart DS, Jewison T, Guo AC, Wilson M, Knox C, Liu Y, Djoumbou Y, Mandal R, Aziat F, Dong E, Bouatra S, Sinelnikov I, Arndt D, Xia J, Liu P, Yallou F, Bjorndahl T, Perez-Pineiro R, Eisner R, Allen F, Neveu V, Greiner R, Scalbert A",1000-5000
10.1093/nar/gkm391,17631615.0,PMC1933232,2007.0,1557,CPC: assess the protein-coding potential of transcripts using sequence features and support vector machine.,,"Kong L, Zhang Y, Ye ZQ, Liu XQ, Zhao SQ, Wei L, Gao G",1000-5000
10.1093/annonc/mdu450,25214542.0,PMC6267863,2015.0,1547,The evaluation of tumor-infiltrating lymphocytes (TILs) in breast cancer: recommendations by an International TILs Working Group 2014.,,"Salgado R, Denkert C, Demaria S, Sirtaine N, Klauschen F, Pruneri G, Wienert S, Van den Eynden G, Baehner FL, Penault-Llorca F, Perez EA, Thompson EA, Symmans WF, Richardson AL, Brock J, Criscitiello C, Bailey H, Ignatiadis M, Floris G, Sparano J, Kos Z, Nielsen T, Rimm DL, Allison KH, Reis-Filho JS, Loibl S, Sotiriou C, Viale G, Badve S, Adams S, Willard-Gallo K, Loi S, ",1000-5000
10.1186/s13059-020-02154-5,32912315.0,PMC7488116,2020.0,1539,GetOrganelle: a fast and versatile toolkit for accurate de novo assembly of organelle genomes.,,"Jin JJ, Yu WB, Yang JB, Song Y, dePamphilis CW, Yi TS, Li DZ",1000-5000
10.1093/nar/gkl923,17202168.0,PMC1899095,2007.0,1516,HMDB: the Human Metabolome Database.,,"Wishart DS, Tzur D, Knox C, Eisner R, Guo AC, Young N, Cheng D, Jewell K, Arndt D, Sawhney S, Fung C, Nikolai L, Lewis M, Coutouly MA, Forsythe I, Tang P, Shrivastava S, Jeroncic K, Stothard P, Amegbey G, Block D, Hau DD, Wagner J, Miniaci J, Clements M, Gebremedhin M, Guo N, Zhang Y, Duggan GE, Macinnis GD, Weljie AM, Dowlatabadi R, Bamforth F, Clive D, Greiner R, Li L, Marrie T, Sykes BD, Vogel HJ, Querengesser L",1000-5000
10.1016/j.cell.2018.06.021,30096314.0,PMC6086934,2018.0,1478,Molecular Architecture of the Mouse Nervous System.,,"Zeisel A, Hochgerner H, Lönnerberg P, Johnsson A, Memic F, van der Zwan J, Häring M, Braun E, Borm LE, La Manno G, Codeluppi S, Furlan A, Lee K, Skene N, Harris KD, Hjerling-Leffler J, Arenas E, Ernfors P, Marklund U, Linnarsson S",1000-5000
10.1016/j.cels.2019.03.003,30954475.0,PMC6853612,2019.0,1471,DoubletFinder: Doublet Detection in Single-Cell RNA Sequencing Data Using Artificial Nearest Neighbors.,,"McGinnis CS, Murrow LM, Gartner ZJ",1000-5000
10.1038/nature22991,28678778.0,PMC5577644,2017.0,1460,An immunogenic personal neoantigen vaccine for patients with melanoma.,,"Ott PA, Hu Z, Keskin DB, Shukla SA, Sun J, Bozym DJ, Zhang W, Luoma A, Giobbie-Hurder A, Peter L, Chen C, Olive O, Carter TA, Li S, Lieb DJ, Eisenhaure T, Gjini E, Stevens J, Lane WJ, Javeri I, Nellaiappan K, Salazar AM, Daley H, Seaman M, Buchbinder EI, Yoon CH, Harden M, Lennon N, Gabriel S, Rodig SJ, Barouch DH, Aster JC, Getz G, Wucherpfennig K, Neuberg D, Ritz J, Lander ES, Fritsch EF, Hacohen N, Wu CJ",1000-5000
10.1002/cpz1.90,33780170.0,PMC8152575,2021.0,1440,Gene Set Knowledge Discovery with Enrichr.,,"Xie Z, Bailey A, Kuleshov MV, Clarke DJB, Evangelista JE, Jenkins SL, Lachmann A, Wojciechowicz ML, Kropiwnicki E, Jagodnik KM, Jeon M, Ma'ayan A",1000-5000
10.1371/journal.pcbi.1005752,29099853.0,PMC5687754,2017.0,1437,mixOmics: An R package for 'omics feature selection and multiple data integration.,,"Rohart F, Gautier B, Singh A, Lê Cao KA",1000-5000
10.1109/tpami.2016.2644615,28060704.0,,2017.0,1428,SegNet: A Deep Convolutional Encoder-Decoder Architecture for Image Segmentation.,,"Badrinarayanan V, Kendall A, Cipolla R",1000-5000
10.1161/circulationaha.115.001593,26572668.0,PMC5831252,2015.0,1427,Machine Learning in Medicine.,,Deo RC,1000-5000
10.1186/1471-2199-7-3,16448564.0,PMC1413964,2006.0,1421,The RIN: an RNA integrity number for assigning integrity values to RNA measurements.,,"Schroeder A, Mueller O, Stocker S, Salowsky R, Leiber M, Gassmann M, Lightfoot S, Menzel W, Granzow M, Ragg T",1000-5000
10.1038/s41422-020-0332-7,32433595.0,PMC7264227,2020.0,1397,Interaction between microbiota and immunity in health and disease.,,"Zheng D, Liwinski T, Elinav E",1000-5000
10.1016/j.cell.2011.10.002,22056041.0,PMC3225288,2011.0,1393,Ribosome profiling of mouse embryonic stem cells reveals the complexity and dynamics of mammalian proteomes.,,"Ingolia NT, Lareau LF, Weissman JS",1000-5000
10.1093/bioinformatics/btq249,20472543.0,PMC2887053,2010.0,1393,PSORTb 3.0: improved protein subcellular localization prediction with refined localization subcategories and predictive capabilities for all prokaryotes.,,"Yu NY, Wagner JR, Laird MR, Melli G, Rey S, Lo R, Dao P, Sahinalp SC, Ester M, Foster LJ, Brinkman FS",1000-5000
10.12688/wellcomeopenres.14826.1,30345391.0,PMC6192448,2018.0,1375,"Open-access bacterial population genomics: BIGSdb software, the PubMLST.org website and their applications.",,"Jolley KA, Bray JE, Maiden MCJ",1000-5000
10.1093/nar/gkaa971,33151290.0,PMC7778930,2021.0,1366,PubChem in 2021: new data content and improved web interfaces.,,"Kim S, Chen J, Cheng T, Gindulyte A, He J, He S, Li Q, Shoemaker BA, Thiessen PA, Yu B, Zaslavsky L, Zhang J, Bolton EE",1000-5000
10.1038/nature14292,25754329.0,PMC4401634,2015.0,1354,Radiation and dual checkpoint blockade activate non-redundant immune mechanisms in cancer.,,"Twyman-Saint Victor C, Rech AJ, Maity A, Rengan R, Pauken KE, Stelekati E, Benci JL, Xu B, Dada H, Odorizzi PM, Herati RS, Mansfield KD, Patsch D, Amaravadi RK, Schuchter LM, Ishwaran H, Mick R, Pryma DA, Xu X, Feldman MD, Gangadhar TC, Hahn SM, Wherry EJ, Vonderheide RH, Minn AJ",1000-5000
10.1016/j.cell.2008.06.016,18614015.0,PMC2778844,2008.0,1352,A mitochondrial protein compendium elucidates complex I disease biology.,,"Pagliarini DJ, Calvo SE, Chang B, Sheth SA, Vafai SB, Ong SE, Walford GA, Sugiana C, Boneh A, Chen WK, Hill DE, Vidal M, Evans JG, Thorburn DR, Carr SA, Mootha VK",1000-5000
10.7717/peerj.453,25024921.0,PMC4081273,2014.0,1349,scikit-image: image processing in Python.,,"van der Walt S, Schönberger JL, Nunez-Iglesias J, Boulogne F, Warner JD, Yager N, Gouillart E, Yu T, ",1000-5000
10.1098/rsta.2015.0202,26953178.0,PMC4792409,2016.0,1344,Principal component analysis: a review and recent developments.,,"Jolliffe IT, Cadima J",1000-5000
10.1126/science.aar3247,29348365.0,PMC6080308,2018.0,1338,Detection and localization of surgically resectable cancers with a multi-analyte blood test.,,"Cohen JD, Li L, Wang Y, Thoburn C, Afsari B, Danilova L, Douville C, Javed AA, Wong F, Mattox A, Hruban RH, Wolfgang CL, Goggins MG, Dal Molin M, Wang TL, Roden R, Klein AP, Ptak J, Dobbyn L, Schaefer J, Silliman N, Popoli M, Vogelstein JT, Browne JD, Schoen RE, Brand RE, Tie J, Gibbs P, Wong HL, Mansfield AS, Jen J, Hanash SM, Falconi M, Allen PJ, Zhou S, Bettegowda C, Diaz LA Jr, Tomasetti C, Kinzler KW, Vogelstein B, Lennon AM, Papadopoulos N",1000-5000
10.1038/nrmicro3569,26411297.0,PMC5426118,2015.0,1336,An updated evolutionary classification of CRISPR-Cas systems.,,"Makarova KS, Wolf YI, Alkhnbashi OS, Costa F, Shah SA, Saunders SJ, Barrangou R, Brouns SJ, Charpentier E, Haft DH, Horvath P, Moineau S, Mojica FJ, Terns RM, Terns MP, White MF, Yakunin AF, Garrett RA, van der Oost J, Backofen R, Koonin EV",1000-5000
10.1164/rccm.201908-1590st,31613151.0,PMC6794117,2019.0,1325,Standardization of Spirometry 2019 Update. An Official American Thoracic Society and European Respiratory Society Technical Statement.,,"Graham BL, Steenbruggen I, Miller MR, Barjaktarevic IZ, Cooper BG, Hall GL, Hallstrand TS, Kaminsky DA, McCarthy K, McCormack MC, Oropez CE, Rosenfeld M, Stanojevic S, Swanney MP, Thompson BR",1000-5000
10.1093/bioinformatics/btm344,17720704.0,,2007.0,1325,A review of feature selection techniques in bioinformatics.,,"Saeys Y, Inza I, Larrañaga P",1000-5000
10.1093/nar/gkg599,12824340.0,PMC169005,2003.0,1322,Vienna RNA secondary structure server.,,Hofacker IL,1000-5000
10.1038/s41568-019-0116-x,30755690.0,PMC6705396,2019.0,1318,The evolving landscape of biomarkers for checkpoint inhibitor immunotherapy.,,"Havel JJ, Chowell D, Chan TA",1000-5000
10.1038/nmeth1113,17952086.0,,2007.0,1313,Semi-supervised learning for peptide identification from shotgun proteomics datasets.,,"Käll L, Canterbury JD, Weston J, Noble WS, MacCoss MJ",1000-5000
10.1093/cercor/bhx179,28981612.0,PMC6095216,2018.0,1312,Local-Global Parcellation of the Human Cerebral Cortex from Intrinsic Functional Connectivity MRI.,,"Schaefer A, Kong R, Gordon EM, Laumann TO, Zuo XN, Holmes AJ, Eickhoff SB, Yeo BTT",1000-5000
10.1016/j.cell.2018.03.034,29625051.0,PMC5902191,2018.0,1311,Machine Learning Identifies Stemness Features Associated with Oncogenic Dedifferentiation.,,"Malta TM, Sokolov A, Gentles AJ, Burzykowski T, Poisson L, Weinstein JN, Kamińska B, Huelsken J, Omberg L, Gevaert O, Colaprico A, Czerwińska P, Mazurek S, Mishra L, Heyn H, Krasnitz A, Godwin AK, Lazar AJ, , Stuart JM, Hoadley KA, Laird PW, Noushmehr H, Wiznerowicz M",1000-5000
10.1038/nrn2822,20354534.0,PMC2886712,2010.0,1303,New neurons and new memories: how does adult hippocampal neurogenesis affect learning and memory?,,"Deng W, Aimone JB, Gage FH",1000-5000
10.1038/s42256-019-0138-9,32607472.0,PMC7326367,2020.0,1295,From Local Explanations to Global Understanding with Explainable AI for Trees.,,"Lundberg SM, Erion G, Chen H, DeGrave A, Prutkin JM, Nair B, Katz R, Himmelfarb J, Bansal N, Lee SI",1000-5000
